group,param,h1yy,pred
idu_hisp_male,mu1,2010,30.476348704450174
idu_hisp_male,mu1,2011,29.984846145512165
idu_hisp_male,mu1,2012,29.493343586574156
idu_hisp_male,mu1,2013,29.00184102763626
idu_hisp_male,mu1,2014,28.51033846869825
idu_hisp_male,mu1,2015,28.01883590976024
idu_hisp_male,mu1,2016,27.527333350822232
idu_hisp_male,mu1,2017,27.035830791884223
idu_hisp_male,mu1,2018,26.544328232946214
idu_hisp_male,mu1,2019,26.052825674008204
idu_hisp_male,mu1,2020,25.56132311507031
idu_hisp_male,mu1,2021,25.0698205561323
idu_hisp_male,mu1,2022,24.57831799719429
idu_hisp_male,mu1,2023,24.08681543825628
idu_hisp_male,mu1,2024,23.59531287931827
idu_hisp_male,mu1,2025,23.103810320380262
idu_hisp_male,mu1,2026,22.612307761442366
idu_hisp_male,mu1,2027,22.120805202504357
idu_hisp_male,mu1,2028,21.629302643566348
idu_hisp_male,mu1,2029,21.13780008462834
idu_hisp_male,mu1,2030,20.64629752569033
idu_hisp_male,mu2,2009,49.51231573475593
idu_hisp_male,mu2,2010,48.9829011323543
idu_hisp_male,mu2,2011,48.45348652995267
idu_hisp_male,mu2,2012,47.92407192755104
idu_hisp_male,mu2,2013,47.39465732514964
idu_hisp_male,mu2,2014,46.86524272274801
idu_hisp_male,mu2,2015,46.33582812034638
idu_hisp_male,mu2,2016,45.806413517944975
idu_hisp_male,mu2,2017,45.276998915543345
idu_hisp_male,mu2,2018,44.747584313141715
idu_hisp_male,mu2,2019,44.218169710740085
idu_hisp_male,mu2,2020,43.68875510833868
idu_hisp_male,mu2,2021,43.15934050593705
idu_hisp_male,mu2,2022,42.62992590353542
idu_hisp_male,mu2,2023,42.10051130113402
idu_hisp_male,mu2,2024,41.57109669873239
idu_hisp_male,mu2,2025,41.04168209633076
idu_hisp_male,mu2,2026,40.51226749392936
idu_hisp_male,mu2,2027,39.98285289152773
idu_hisp_male,mu2,2028,39.4534382891261
idu_hisp_male,mu2,2029,38.92402368672447
idu_hisp_male,mu2,2030,38.394609084323065
idu_hisp_male,sigma1,2009,3.595062777298523
idu_hisp_male,sigma1,2010,3.6364612478108995
idu_hisp_male,sigma1,2011,3.677859718323276
idu_hisp_male,sigma1,2012,3.719258188835653
idu_hisp_male,sigma1,2013,3.7606566593480295
idu_hisp_male,sigma1,2014,3.802055129860406
idu_hisp_male,sigma1,2015,3.843453600372783
idu_hisp_male,sigma1,2016,3.8848520708851595
idu_hisp_male,sigma1,2017,3.926250541397536
idu_hisp_male,sigma1,2018,3.967649011909913
idu_hisp_male,sigma1,2019,4.0090474824222895
idu_hisp_male,sigma1,2020,4.050445952934666
idu_hisp_male,sigma1,2021,4.091844423447043
idu_hisp_male,sigma1,2022,4.1332428939594195
idu_hisp_male,sigma1,2023,4.174641364471796
idu_hisp_male,sigma1,2024,4.216039834984173
idu_hisp_male,sigma1,2025,4.2574383054965494
idu_hisp_male,sigma1,2026,4.298836776008926
idu_hisp_male,sigma1,2027,4.340235246521303
idu_hisp_male,sigma1,2028,4.381633717033679
idu_hisp_male,sigma1,2029,4.423032187546056
idu_hisp_male,sigma1,2030,4.464430658058433
idu_hisp_male,sigma2,2009,7.115150624182206
idu_hisp_male,sigma2,2010,7.468876142698946
idu_hisp_male,sigma2,2011,7.822601661215799
idu_hisp_male,sigma2,2012,8.176327179732539
idu_hisp_male,sigma2,2013,8.530052698249278
idu_hisp_male,sigma2,2014,8.883778216766132
idu_hisp_male,sigma2,2015,9.237503735282871
idu_hisp_male,sigma2,2016,9.5912292537996109
idu_hisp_male,sigma2,2017,9.944954772316464
idu_hisp_male,sigma2,2018,10.298680290833204
idu_hisp_male,sigma2,2019,10.652405809349943
idu_hisp_male,sigma2,2020,11.006131327866797
idu_hisp_male,sigma2,2021,11.359856846383536
idu_hisp_male,sigma2,2022,11.71358236490039
idu_hisp_male,sigma2,2023,12.06730788341713
idu_hisp_male,sigma2,2024,12.421033401933869
idu_hisp_male,sigma2,2025,12.774758920450722
idu_hisp_male,sigma2,2026,13.128484438967462
idu_hisp_male,sigma2,2027,13.482209957484201
idu_hisp_male,sigma2,2028,13.835935476001055
idu_hisp_male,sigma2,2029,14.189660994517794
idu_hisp_male,sigma2,2030,14.543386513034534
idu_black_female,lambda1,2009,0.0366434410282892
idu_black_female,lambda1,2010,0.08812800111368801
idu_black_female,lambda1,2011,0.13961256119907262
idu_black_female,lambda1,2012,0.19109712128447143
idu_black_female,lambda1,2013,0.24258168136987024
idu_black_female,lambda1,2014,0.29406624145526905
idu_black_female,lambda1,2015,0.34555080154066786
idu_black_female,lambda1,2016,0.3970353616260667
idu_black_female,lambda1,2017,0.4485199217114655
idu_black_female,lambda1,2018,0.5000044817968643
idu_black_female,lambda1,2019,0.5514890418822489
idu_black_female,lambda1,2020,0.6029736019676477
idu_black_female,lambda1,2021,0.6544581620530465
idu_black_female,lambda1,2022,0.7059427221384453
idu_black_female,lambda1,2023,0.7574272822238441
idu_black_female,lambda1,2024,0.808911842309243
idu_black_female,lambda1,2025,0.8603964023946418
idu_black_female,lambda1,2026,0.9118809624800406
idu_black_female,lambda1,2027,0.9633655225654394
idu_black_female,lambda1,2028,1.014850082650824
idu_black_female,lambda1,2029,1.0663346427362228
idu_black_female,lambda1,2030,1.1178192028216216
idu_black_female,lambda2,2009,0.963356558971725
idu_black_female,lambda2,2010,0.9118719988863404
idu_black_female,lambda2,2011,0.8603874388009416
idu_black_female,lambda2,2012,0.8089028787155428
idu_black_female,lambda2,2013,0.757418318630144
idu_black_female,lambda2,2014,0.7059337585447452
idu_black_female,lambda2,2015,0.6544491984593463
idu_black_female,lambda2,2016,0.6029646383739475
idu_black_female,lambda2,2017,0.5514800782885487
idu_black_female,lambda2,2018,0.4999955182031641
idu_black_female,lambda2,2019,0.4485109581177653
idu_black_female,lambda2,2020,0.3970263980323665
idu_black_female,lambda2,2021,0.3455418379469677
idu_black_female,lambda2,2022,0.2940572778615689
idu_black_female,lambda2,2023,0.24257271777617007
idu_black_female,lambda2,2024,0.19108815769077125
idu_black_female,lambda2,2025,0.13960359760537244
idu_black_female,lambda2,2026,0.08811903751997363
idu_black_female,lambda2,2027,0.03663447743458903
idu_black_female,lambda2,2028,-0.014850082650809782
idu_black_female,lambda2,2029,-0.0663346427362086
idu_black_female,lambda2,2030,-0.1178192028216074
idu_black_female,mu1,2009,34.49225541681517
idu_black_female,mu1,2010,33.645709881739094
idu_black_female,mu1,2011,32.79916434666302
idu_black_female,mu1,2012,31.952618811586717
idu_black_female,mu1,2013,31.106073276510642
idu_black_female,mu1,2014,30.25952774143434
idu_black_female,mu1,2015,29.412982206358265
idu_black_female,mu1,2016,28.566436671281963
idu_black_female,mu1,2017,27.719891136205888
idu_black_female,mu1,2018,26.873345601129813
idu_black_female,mu1,2019,26.02680006605351
idu_black_female,mu1,2020,25.180254530977436
idu_black_female,mu1,2021,24.333708995901134
idu_black_female,mu1,2022,23.48716346082506
idu_black_female,mu1,2023,22.640617925748984
idu_black_female,mu1,2024,21.79407239067268
idu_black_female,mu1,2025,20.947526855596607
idu_black_female,mu1,2026,20.100981320520305
idu_black_female,mu1,2027,19.25443578544423
idu_black_female,mu1,2028,18.407890250367927
idu_black_female,mu1,2029,17.561344715291852
idu_black_female,mu1,2030,16.714799180215778
idu_black_female,mu2,2009,48.55142303892171
idu_black_female,mu2,2010,49.73725942232704
idu_black_female,mu2,2011,50.92309580573283
idu_black_female,mu2,2012,52.10893218913816
idu_black_female,mu2,2013,53.29476857254349
idu_black_female,mu2,2014,54.48060495594882
idu_black_female,mu2,2015,55.666441339354606
idu_black_female,mu2,2016,56.852277722759936
idu_black_female,mu2,2017,58.03811410616527
idu_black_female,mu2,2018,59.22395048957105
idu_black_female,mu2,2019,60.40978687297638
idu_black_female,mu2,2020,61.595623256381714
idu_black_female,mu2,2021,62.7814596397875
idu_black_female,mu2,2022,63.96729602319283
idu_black_female,mu2,2023,65.15313240659816
idu_black_female,mu2,2024,66.33896879000395
idu_black_female,mu2,2025,67.52480517340928
idu_black_female,mu2,2026,68.71064155681461
idu_black_female,mu2,2027,69.8964779402204
idu_black_female,mu2,2028,71.08231432362572
idu_black_female,mu2,2029,72.26815070703105
idu_black_female,mu2,2030,73.45398709043639
idu_black_female,sigma1,2009,0.8208226084336729
idu_black_female,sigma1,2010,1.70054331574147
idu_black_female,sigma1,2011,2.5802640230494944
idu_black_female,sigma1,2012,3.4599847303572915
idu_black_female,sigma1,2013,4.3397054376650885
idu_black_female,sigma1,2014,5.219426144972886
idu_black_female,sigma1,2015,6.099146852280683
idu_black_female,sigma1,2016,6.97886755958848
idu_black_female,sigma1,2017,7.858588266896277
idu_black_female,sigma1,2018,8.738308974204074
idu_black_female,sigma1,2019,9.61802968151187
idu_black_female,sigma1,2020,10.497750388819668
idu_black_female,sigma1,2021,11.377471096127465
idu_black_female,sigma1,2022,12.25719180343549
idu_black_female,sigma1,2023,13.136912510743286
idu_black_female,sigma1,2024,14.016633218051084
idu_black_female,sigma1,2025,14.89635392535888
idu_black_female,sigma1,2026,15.776074632666678
idu_black_female,sigma1,2027,16.655795339974475
idu_black_female,sigma1,2028,17.53551604728227
idu_black_female,sigma1,2029,18.41523675459007
idu_black_female,sigma1,2030,19.294957461897866
idu_black_female,sigma2,2009,6.790624834292885
idu_black_female,sigma2,2010,6.935681991986485
idu_black_female,sigma2,2011,7.0807391496801415
idu_black_female,sigma2,2012,7.225796307373798
idu_black_female,sigma2,2013,7.370853465067398
idu_black_female,sigma2,2014,7.515910622761055
idu_black_female,sigma2,2015,7.660967780454655
idu_black_female,sigma2,2016,7.806024938148312
idu_black_female,sigma2,2017,7.951082095841969
idu_black_female,sigma2,2018,8.096139253535569
idu_black_female,sigma2,2019,8.241196411229225
idu_black_female,sigma2,2020,8.386253568922825
idu_black_female,sigma2,2021,8.531310726616482
idu_black_female,sigma2,2022,8.676367884310082
idu_black_female,sigma2,2023,8.821425042003739
idu_black_female,sigma2,2024,8.966482199697396
idu_black_female,sigma2,2025,9.111539357390996
idu_black_female,sigma2,2026,9.256596515084652
idu_black_female,sigma2,2027,9.401653672778252
idu_black_female,sigma2,2028,9.546710830471909
idu_black_female,sigma2,2029,9.691767988165566
idu_black_female,sigma2,2030,9.836825145859166
msm_black_male,lambda1,2009,0.40044959865092267
msm_black_male,lambda1,2010,0.4366543373708538
msm_black_male,lambda1,2011,0.4728590760907707
msm_black_male,lambda1,2012,0.5090638148106876
msm_black_male,lambda1,2013,0.5452685535306045
msm_black_male,lambda1,2014,0.5814732922505215
msm_black_male,lambda1,2015,0.6176780309704384
msm_black_male,lambda1,2016,0.6538827696903553
msm_black_male,lambda1,2017,0.6900875084102722
msm_black_male,lambda1,2018,0.7262922471301891
msm_black_male,lambda1,2019,0.7624969858501203
msm_black_male,lambda1,2020,0.7987017245700372
msm_black_male,lambda1,2021,0.8349064632899541
msm_black_male,lambda1,2022,0.871111202009871
msm_black_male,lambda1,2023,0.9073159407297879
msm_black_male,lambda1,2024,0.9435206794497049
msm_black_male,lambda1,2025,0.9797254181696218
msm_black_male,lambda1,2026,1.0159301568895387
msm_black_male,lambda1,2027,1.0521348956094698
msm_black_male,lambda1,2028,1.0883396343293867
msm_black_male,lambda1,2029,1.1245443730493037
msm_black_male,lambda1,2030,1.1607491117692206
msm_black_male,lambda2,2009,0.5995504013490915
msm_black_male,lambda2,2010,0.5633456626291604
msm_black_male,lambda2,2011,0.5271409239092435
msm_black_male,lambda2,2012,0.4909361851893266
msm_black_male,lambda2,2013,0.45473144646940966
msm_black_male,lambda2,2014,0.41852670774949274
msm_black_male,lambda2,2015,0.3823219690295758
msm_black_male,lambda2,2016,0.3461172303096589
msm_black_male,lambda2,2017,0.309912491589742
msm_black_male,lambda2,2018,0.27370775286982507
msm_black_male,lambda2,2019,0.23750301414989394
msm_black_male,lambda2,2020,0.20129827542997702
msm_black_male,lambda2,2021,0.1650935367100601
msm_black_male,lambda2,2022,0.1288887979901432
msm_black_male,lambda2,2023,0.09268405927022627
msm_black_male,lambda2,2024,0.05647932055030935
msm_black_male,lambda2,2025,0.020274581830392435
msm_black_male,lambda2,2026,-0.015930156889524483
msm_black_male,lambda2,2027,-0.05213489560945561
msm_black_male,lambda2,2028,-0.08833963432937253
msm_black_male,lambda2,2029,-0.12454437304928945
msm_black_male,lambda2,2030,-0.16074911176920637
msm_black_male,mu1,2009,24.44443737049221
msm_black_male,mu1,2010,24.745037060887398
msm_black_male,mu1,2011,25.045636751282586
msm_black_male,mu1,2012,25.346236441677775
msm_black_male,mu1,2013,25.646836132072963
msm_black_male,mu1,2014,25.94743582246815
msm_black_male,mu1,2015,26.248035512863453
msm_black_male,mu1,2016,26.54863520325864
msm_black_male,mu1,2017,26.84923489365383
msm_black_male,mu1,2018,27.149834584049017
msm_black_male,mu1,2019,27.450434274444206
msm_black_male,mu1,2020,27.751033964839394
msm_black_male,mu1,2021,28.051633655234696
msm_black_male,mu1,2022,28.352233345629884
msm_black_male,mu1,2023,28.652833036025072
msm_black_male,mu1,2024,28.95343272642026
msm_black_male,mu1,2025,29.25403241681545
msm_black_male,mu1,2026,29.554632107210637
msm_black_male,mu1,2027,29.85523179760594
msm_black_male,mu1,2028,30.155831488001127
msm_black_male,mu1,2029,30.456431178396315
msm_black_male,mu1,2030,30.757030868791503
msm_black_male,mu2,2009,40.446245546978616
msm_black_male,mu2,2010,40.95207991673112
msm_black_male,mu2,2011,41.45791428648363
msm_black_male,mu2,2012,41.96374865623625
msm_black_male,mu2,2013,42.469583025988754
