group,...1,...2,...3,...4,...5
het_white_male,5569.727037662009,-2.397386067598023,-0.5533049835977639,-0.06938695871839323,-0.3697236028847666
het_white_male,-2.397386067825789,0.0015221455987846164,-2.759126275111063e-4,7.064237158126331e-5,-3.3181087029786593e-4
het_white_male,-0.5533049836368917,-2.759126274939662e-4,0.009275031739317575,2.8391881220973586e-4,5.267661011617783e-4
het_white_male,-0.06938695871828848,7.064237158301923e-5,2.8391881221128713e-4,1.9089418415213635e-4,-3.8298298693786696e-5
het_white_male,-0.3697236028130888,-3.3181087030549833e-4,5.267661011051326e-4,-3.829829869146875e-5,5.162923487242741e-4
het_white_female,8625.944428555893,-3.6408953395705512,1.0930439861702528,0.38511047451223707,-0.6528705291261176
het_white_female,-3.64089533948727,0.002280607845576959,-0.0012952037008396268,-2.1561595730889118e-5,-4.6990592169056464e-4
het_white_female,1.0930439866207906,-0.0012952037010429212,0.009722388739126092,1.6491745354779957e-4,7.312234373693842e-4
het_white_female,0.38511047446045393,-2.1561595708525767e-5,1.649174535354362e-4,3.8008225788994633e-4,-1.7353269972657378e-4
het_white_female,-0.6528705286024485,-4.6990592189919897e-4,7.31223437411456e-4,-1.73532699718739e-4,7.966056307735857e-4
idu_black_male,1824.1426534962698,-0.7690433568624295,0.5245429315666847,0.009197874332896788,-0.13962937503843786
idu_black_male,-0.7690433569349058,4.3119371331649004e-4,-3.574217889808541e-4,8.187495415532269e-6,-4.819245487958112e-5
idu_black_male,0.5245429315173393,-3.574217889478302e-4,0.0032119899482105797,-6.606185092595992e-6,8.859848367484395e-5
idu_black_male,0.009197874337825374,8.187495414468937e-6,-6.606185091835072e-6,4.172390552786258e-5,-1.3084390738484332e-5
idu_black_male,-0.13962937498714084,-4.8192454908642455e-5,8.859848368025411e-5,-1.3084390737381892e-5,1.1785737667495465e-4
idu_black_female,12252.830020609199,-5.024982725325426,0.863029655087745,0.4812164596048607,-1.073730624278392
idu_black_female,-5.024982724321937,0.0028297037204625727,-0.0013214649008451082,-4.169012637468051e-5,-3.299954632442238e-4
idu_black_female,0.8630296539592806,-0.0013214649005101643,0.024706444532052604,1.9433450329186305e-4,8.323884977636045e-4
idu_black_female,0.48121645969338633,-4.169012643047095e-5,1.9433450332358355e-4,3.207046686719614e-4,-2.0106356568429977e-4
idu_black_female,-1.0737306248623373,-3.2999546293493304e-4,8.323884976660792e-4,-2.01063565692206e-4,8.660377247987801e-4
idu_hisp_male,10617.19455732582,-4.410872593371492,0.4342482378514667,0.31784700399844246,-0.8731581754056226
idu_hisp_male,-4.410872592972896,0.0024527553810647917,-8.340347801989081e-4,-5.460132620901286e-5,-2.5857665801241533e-4
idu_hisp_male,0.434248237126603,-8.340347798547112e-4,0.011743075328234306,2.0354689911648025e-4,5.897601956016477e-4
idu_hisp_male,0.317847004043216,-5.460132623752358e-5,2.035468991290982e-4,2.907907644448623e-4,-1.0647210993466188e-4
idu_hisp_male,-0.8731581756958264,-2.585766578549352e-4,5.897601955834543e-4,-1.0647210993989134e-4,6.94284618047812e-4
idu_hisp_female,84553.15408444189,-38.339190723987514,32.82353019340616,3.3001074175431757,-3.8023527086244258
idu_hisp_female,-38.3391907266012,0.02529085780626951,-0.024613421349976586,1.0233910605211491e-4,-0.00618735972926443
idu_hisp_female,32.82353019168403,-0.02461342134920004,0.09867737970711407,0.002763862511393763,0.008064648074089825
idu_hisp_female,3.3001074175108487,1.0233910612444637e-4,0.0027638625114293053,0.002179143309225054,-0.0017672226736808873
idu_hisp_female,-3.802352707985719,-0.0061873597299453575,0.008064648073982023,-0.001767222673679545,0.008087936437301407
idu_white_male,1991.3620666509876,-0.82065987660652,0.3249122363359862,0.016725045811306682,-0.1703843393955038
idu_white_male,-0.8206598766332838,4.608381536555191e-4,-2.9335196927058574e-4,1.1621558455072519e-5,-5.265458527026674e-5
idu_white_male,0.3249122363530903,-2.9335196925558277e-4,0.0025946851841850767,-1.4313827826084005e-5,1.2609412399897536e-4
idu_white_male,0.01672504580695766,1.1621558456838515e-5,-1.4313827827486638e-5,5.88886715442986e-5,-2.0437758195727225e-5
idu_white_male,-0.17038433938255182,-5.2654585264113256e-05,1.2609412400406742e-4,-2.043775819541727e-5,1.377047079713386e-4
idu_white_female,7071.933463950063,-2.8316682098951134,1.161170233413575,0.15310928250194034,-0.6884552372084478
idu_white_female,-2.8316682096389414,0.0016727514209696564,-5.779701815094868e-4,-1.288368052754788e-5,-2.6558484600834424e-4
idu_white_female,1.1611702330167333,-5.779701814393849e-4,0.014612846773983147,2.6552751572293245e-4,-3.481966035365214e-5
idu_white_female,0.1531092825063194,-1.2883680534674612e-5,2.65527515727405e-4,2.491152231047396e-4,-6.603551008085504e-5
idu_white_female,-0.688455237583212,-2.655848458923498e-4,-3.481966043785735e-5,-6.603551008327698e-5,6.107078596768361e-4
msm_black_male,3703.163868822019,-1.4580578653071092,-0.3078092056085189,0.1976488551730002,-0.3839263064450522
msm_black_male,-1.4580578652276768,8.448601868423404e-4,-4.8726736473549614e-4,-4.74582283092199e-5,-1.1941731574264364e-4
msm_black_male,-0.30780920590596805,-4.87267364639729e-4,0.0048462421718611995,2.0851029710501645e-4,6.309908224383836e-4
msm_black_male,0.1976488551808575,-4.745822831479416e-5,2.0851029711479487e-4,1.1948409424524528e-4,-5.2094066426171346e-5
msm_black_male,-0.3839263065049767,-1.1941731570219792e-4,6.30990822367756e-4,-5.209406642666509e-5,3.102200089762663e-4
msm_hisp_male,7174.835690475995,-3.218622016722299,0.19889305237166255,0.03825546164351379,-0.3482830680945632
msm_hisp_male,-3.218622016727065,0.0021369483156919162,-0.0012439485892479498,9.5210663270124e-5,-5.374181728898317e-4
msm_hisp_male,0.19889305269550683,-0.0012439485893801356,0.010419641915197023,1.7453351838957643e-4,0.0011241755024031194
msm_hisp_male,0.038255461636115484,9.52106632738127e-5,1.7453351838261476e-4,2.735226801801422e-4,-1.1694825904768735e-4
msm_hisp_male,-0.34828306820879096,-5.37418172856823e-4,0.0011241755024614369,-1.1694825905107418e-4,7.112141157067523e-4
msm_white_male,1322.1015095362682,-0.5549375167602231,-0.015493419913546469,0.018275736126933374,-0.1025030901581139
msm_white_male,-0.5549375166292352,3.403125704259252e-4,-1.5375702892194744e-4,9.445341286814207e-6,-6.449810777050722e-5
msm_white_male,-0.01549342009093091,-1.5375702884378053e-4,0.0017791643573388707,2.662870885018519e-5,1.5755224311673967e-4
msm_white_male,0.01827573614384531,9.44534127725704e-6,2.6628708853347225e-5,4.7671271283989804e-5,-1.9009244122844885e-5
msm_white_male,-0.1025030902753587,-6.449810770712687e-5,1.57552243100366e-4,-1.9009244123346335e-5,1.1562265569983504e-4
